,material_id,cif
389,389,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.60199000
_cell_length_b   3.63328000
_cell_length_c   3.76307000
_cell_angle_alpha   99.21285000
_cell_angle_beta   98.15539000
_cell_angle_gamma   109.70559000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   44.73749733
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.67446253  0.45890252  0.41660987  1
  C  C1  1  0.36604824  0.80469350  0.10759923  1
  C  C2  1  0.17586239  0.39947888  0.91500227  1
  C  C3  1  0.67450590  0.83879398  0.41671198  1
  C  C4  1  0.36651775  0.18503562  0.10807014  1
  C  C5  1  0.86493638  0.24406891  0.60952041  1
"
390,390,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.39783000
_cell_length_b   3.63847792
_cell_length_c   3.90899000
_cell_angle_alpha   111.63592447
_cell_angle_beta   97.82945000
_cell_angle_gamma   96.31846464
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.82370147
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.56637519  0.53067130  0.86728155  1
  C  C1  1  0.06612304  0.47231694  0.36852243  1
  C  C2  1  0.25809326  0.25871210  0.56146339  1
  C  C3  1  0.56616634  0.91169525  0.86839460  1
  C  C4  1  0.75841193  0.31750724  0.06078278  1
  C  C5  1  0.25790554  0.87816247  0.56172595  1
"
391,391,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43292000
_cell_length_b   4.11191000
_cell_length_c   4.49340000
_cell_angle_alpha   83.68489000
_cell_angle_beta   77.11496000
_cell_angle_gamma   87.02145000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.53646982
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.65476662  0.21984889  0.01692043  1
  C  C1  1  0.76668576  0.99745407  0.79543855  1
  C  C2  1  0.10053118  0.33204680  0.12765623  1
  C  C3  1  0.32095385  0.88480480  0.68472096  1
  C  C4  1  0.98857477  0.55507621  0.34869154  1
  C  C5  1  0.43432642  0.66758253  0.45950280  1
"
392,392,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.63405382
_cell_length_b   3.68572000
_cell_length_c   3.79610000
_cell_angle_alpha   99.75860000
_cell_angle_beta   93.97453677
_cell_angle_gamma   114.99244410
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   44.84877231
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.99653107  0.31034241  0.13939629  1
  C  C1  1  0.55825909  0.81434842  0.63799982  1
  C  C2  1  0.93936000  0.81468005  0.63827198  1
  C  C3  1  0.21102709  0.12054132  0.94595270  1
  C  C4  1  0.59223405  0.12096575  0.94631231  1
  C  C5  1  0.15389630  0.62484715  0.44483681  1
"
393,393,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43358000
_cell_length_b   3.11945000
_cell_length_c   6.40546000
_cell_angle_alpha   95.60343000
_cell_angle_beta   100.73201000
_cell_angle_gamma   111.69964000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.64588783
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.29835119  0.14107839  0.49488036  1
  C  C1  1  0.96690553  0.14438150  0.82856792  1
  C  C2  1  0.07921345  0.14908084  0.05090269  1
  C  C3  1  0.40970650  0.14399261  0.71707888  1
  C  C4  1  0.63527949  0.14711133  0.16249309  1
  C  C5  1  0.74380203  0.14524963  0.38425376  1
"
394,394,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.60982000
_cell_length_b   3.64860000
_cell_length_c   4.83079598
_cell_angle_alpha   67.87861016
_cell_angle_beta   88.88610916
_cell_angle_gamma   89.97440000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.60439886
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.12856164  0.48943080  0.00420571  1
  C  C1  1  0.12819407  0.27703007  0.81331409  1
  C  C2  1  0.12830050  0.89216523  0.81338059  1
  C  C3  1  0.12873962  0.93085498  0.50514172  1
  C  C4  1  0.12867315  0.33369953  0.31461422  1
  C  C5  1  0.12880930  0.54604480  0.50543806  1
"
395,395,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.02601000
_cell_length_b   4.10740000
_cell_length_c   4.19661466
_cell_angle_alpha   114.88840513
_cell_angle_beta   96.96917050
_cell_angle_gamma   109.60135000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.41841685
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.01150009  0.29798031  0.32912425  1
  C  C1  1  0.01050150  0.29943212  0.99620004  1
  C  C2  1  0.34543100  0.63086540  0.99584957  1
  C  C3  1  0.67908363  0.96416271  0.66241146  1
  C  C4  1  0.67717742  0.96597452  0.32968228  1
  C  C5  1  0.34299297  0.63321314  0.66301330  1
"
396,396,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.03224000
_cell_length_b   3.98492917
_cell_length_c   4.20950000
_cell_angle_alpha   111.56840869
_cell_angle_beta   102.18169000
_cell_angle_gamma   107.69797560
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   41.96726613
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.83134387  0.06162773  0.45437234  1
  C  C1  1  0.82668576  0.06421267  0.12102409  1
  C  C2  1  0.16001910  0.39754601  0.78769076  1
  C  C3  1  0.49801053  0.72829439  0.78770567  1
  C  C4  1  0.49335243  0.73087934  0.45435743  1
  C  C5  1  0.16467720  0.39496106  0.12103901  1
"
397,397,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42930000
_cell_length_b   3.04797000
_cell_length_c   5.93055898
_cell_angle_alpha   95.09658967
_cell_angle_beta   97.20371177
_cell_angle_gamma   99.03390000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.76066536
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.36826827  0.71411626  0.94837567  1
  C  C1  1  0.59029124  0.15887664  0.39286974  1
  C  C2  1  0.25705455  0.49271263  0.72609047  1
  C  C3  1  0.03486485  0.04703766  0.28180089  1
  C  C4  1  0.92365115  0.82563403  0.05951570  1
  C  C5  1  0.70162817  0.38087365  0.61502163  1
"
398,398,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.59274000
_cell_length_b   3.64735000
_cell_length_c   4.83292485
_cell_angle_alpha   67.84657293
_cell_angle_beta   90.47140071
_cell_angle_gamma   90.09803000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.32777534
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.99330622  0.89467335  0.42291570  1
  C  C1  1  0.99370144  0.45347540  0.92155679  1
  C  C2  1  0.99336327  0.10678714  0.61350090  1
  C  C3  1  0.99359998  0.83817218  0.92145374  1
  C  C4  1  0.99341181  0.49139941  0.61349132  1
  C  C5  1  0.99353268  0.05014583  0.11224275  1
"
399,399,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.82573000
_cell_length_b   3.62422000
_cell_length_c   4.81491000
_cell_angle_alpha   67.90311000
_cell_angle_beta   88.70259000
_cell_angle_gamma   86.04372000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   45.57879637
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.35342666  0.29191780  0.43982844  1
  C  C1  1  0.35401875  0.91035466  0.44003963  1
  C  C2  1  0.35349148  0.35049849  0.94067331  1
  C  C3  1  0.35350089  0.56433395  0.13203726  1
  C  C4  1  0.35342905  0.50545064  0.63134015  1
  C  C5  1  0.35280357  0.94555036  0.13224711  1
"
400,400,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.51063000
_cell_length_b   3.63484000
_cell_length_c   3.79178000
_cell_angle_alpha   111.91291000
_cell_angle_beta   97.39857000
_cell_angle_gamma   96.54616000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.81978144
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.19500499  0.53777320  0.13065187  1
  C  C1  1  0.69416743  0.09860263  0.63074195  1
  C  C2  1  0.00299002  0.13283363  0.93985410  1
  C  C3  1  0.69453777  0.47856854  0.63120262  1
  C  C4  1  0.00247093  0.75264892  0.93915844  1
  C  C5  1  0.50169726  0.69375327  0.44030212  1
"
401,401,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.83928000
_cell_length_b   3.63947000
_cell_length_c   4.81495782
_cell_angle_alpha   112.19582446
_cell_angle_beta   95.92478468
_cell_angle_gamma   101.40611000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   44.28214524
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.73144818  0.80529407  0.11978172  1
  C  C1  1  0.73193589  0.40000009  0.92827718  1
  C  C2  1  0.72598949  0.74472025  0.61989308  1
  C  C3  1  0.72534462  0.36340443  0.61978924  1
  C  C4  1  0.73163032  0.01898939  0.92831602  1
  C  C5  1  0.72713741  0.95842487  0.42832675  1
"
402,402,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42975000
_cell_length_b   3.02351000
_cell_length_c   6.02236042
_cell_angle_alpha   96.65435575
_cell_angle_beta   99.04018487
_cell_angle_gamma   95.18767000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.13167869
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.54835140  0.11093475  0.74635451  1
  C  C1  1  0.21498177  0.44392710  0.07967728  1
  C  C2  1  0.88168919  0.77755286  0.41302432  1
  C  C3  1  0.65930490  0.33582783  0.96753330  1
  C  C4  1  0.32597139  0.66923201  0.30083979  1
  C  C5  1  0.99266986  0.00291735  0.63420211  1
"
403,403,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.36511363
_cell_length_b   3.42004000
_cell_length_c   4.35765871
_cell_angle_alpha   104.33175972
_cell_angle_beta   103.93119760
_cell_angle_gamma   64.77253695
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.42976599
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.81289082  0.98084781  0.04281688  1
  C  C1  1  0.25307080  0.03888361  0.54182645  1
  C  C2  1  0.19545047  0.59772184  0.04410067  1
  C  C3  1  0.46775361  0.63510511  0.35057875  1
  C  C4  1  0.41025613  0.19415545  0.85256286  1
  C  C5  1  0.85039276  0.25245740  0.35173619  1
"
404,404,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45058000
_cell_length_b   4.01752000
_cell_length_c   4.50199620
_cell_angle_alpha   87.95896028
_cell_angle_beta   74.32620485
_cell_angle_gamma   89.91617000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.64654564
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.78760040  0.42854098  0.83545006  1
  C  C1  1  0.84534910  0.12811839  0.71991263  1
  C  C2  1  0.10147675  0.74487569  0.20990260  1
  C  C3  1  0.25863647  0.61575614  0.89346915  1
  C  C4  1  0.53363827  0.81132881  0.34572902  1
  C  C5  1  0.37412311  0.94141219  0.66225594  1
"
405,405,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.59765000
_cell_length_b   3.84494000
_cell_length_c   3.62100000
_cell_angle_alpha   107.19156000
_cell_angle_beta   100.54569000
_cell_angle_gamma   99.28477000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   45.78794060
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.96141335  0.98589240  0.82037528  1
  C  C1  1  0.96250748  0.98688058  0.44004649  1
  C  C2  1  0.65353082  0.68245305  0.78752935  1
  C  C3  1  0.46165081  0.48662735  0.38015867  1
  C  C4  1  0.15329336  0.18171810  0.22774596  1
  C  C5  1  0.65243669  0.68146488  0.16785814  1
"
406,406,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.35426352
_cell_length_b   3.63655000
_cell_length_c   4.00261000
_cell_angle_alpha   107.66195000
_cell_angle_beta   98.61148310
_cell_angle_gamma   100.29594792
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   44.67677530
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.31300480  0.88957850  0.33345074  1
  C  C1  1  0.81460987  0.44943936  0.83192636  1
  C  C2  1  0.62215571  0.04335272  0.64032723  1
  C  C3  1  0.12087482  0.10340135  0.14156952  1
  C  C4  1  0.81417987  0.82936007  0.83207234  1
  C  C5  1  0.12075233  0.48349870  0.14174150  1
"
407,407,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43018000
_cell_length_b   3.07125000
_cell_length_c   6.11837387
_cell_angle_alpha   98.62397868
_cell_angle_beta   96.18382148
_cell_angle_gamma   100.80136000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.91357959
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.38411426  0.22127812  0.85270882  1
  C  C1  1  0.27231493  0.99890190  0.63083758  1
  C  C2  1  0.60623952  0.66669805  0.29706414  1
  C  C3  1  0.93903458  0.33301453  0.96366980  1
  C  C4  1  0.05145016  0.55582684  0.18548068  1
  C  C5  1  0.71771356  0.88893487  0.51894369  1
"
408,408,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44957000
_cell_length_b   2.54470000
_cell_length_c   6.45556105
_cell_angle_alpha   80.09723352
_cell_angle_beta   88.70048705
_cell_angle_gamma   85.09409000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   39.49416310
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.28887935  0.99879909  0.73970562  1
  C  C1  1  0.28820855  0.10742019  0.51005769  1
  C  C2  1  0.78862169  0.16797883  0.40255302  1
  C  C3  1  0.29286285  0.34954072  0.07307698  1
  C  C4  1  0.29284977  0.45369188  0.84344900  1
  C  C5  1  0.79220909  0.29167949  0.18061419  1
"
409,409,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.42912000
_cell_length_b   3.64276586
_cell_length_c   3.84974000
_cell_angle_alpha   106.78373657
_cell_angle_beta   97.45261000
_cell_angle_gamma   101.80787821
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   44.14219828
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.89311215  0.48766506  0.08083533  1
  C  C1  1  0.58525562  0.83437985  0.77437994  1
  C  C2  1  0.08496645  0.27447297  0.27268981  1
  C  C3  1  0.89206819  0.86797691  0.08002359  1
  C  C4  1  0.58436934  0.21496470  0.77435113  1
  C  C5  1  0.39253235  0.42768252  0.58191562  1
"
410,410,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.23656000
_cell_length_b   3.61355000
_cell_length_c   4.28530639
_cell_angle_alpha   112.08319812
_cell_angle_beta   101.58652623
_cell_angle_gamma   93.47360000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   44.98131047
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.47875057  0.90439216  0.18968552  1
  C  C1  1  0.28846617  0.49912639  0.99763217  1
  C  C2  1  0.28804952  0.11808020  0.99769915  1
  C  C3  1  0.98244844  0.46384394  0.68740645  1
  C  C4  1  0.98264977  0.84533924  0.68792747  1
  C  C5  1  0.78850313  0.05916618  0.49736944  1
"
411,411,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42940854
_cell_length_b   2.42967000
_cell_length_c   8.46300038
_cell_angle_alpha   96.83922117
_cell_angle_beta   90.33299284
_cell_angle_gamma   119.98309627
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.83699186
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.35626738  0.43705139  0.98244267  1
  C  C1  1  0.38824702  0.58483034  0.31591709  1
  C  C2  1  0.20767552  0.10460468  0.64999841  1
  C  C3  1  0.68994925  0.10398058  0.98240952  1
  C  C4  1  0.87430791  0.43783381  0.65007607  1
  C  C5  1  0.05514932  0.91867049  0.31658563  1
"
412,412,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.16908000
_cell_length_b   3.64134000
_cell_length_c   4.15690386
_cell_angle_alpha   112.74327783
_cell_angle_beta   99.07573315
_cell_angle_gamma   93.77646000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.25993550
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.58834521  0.81569192  0.70685945  1
  C  C1  1  0.58829306  0.43566297  0.70727309  1
  C  C2  1  0.89699307  0.08868877  0.01374456  1
  C  C3  1  0.89724326  0.46896528  0.01324567  1
  C  C4  1  0.08917974  0.87584449  0.20678645  1
  C  C5  1  0.39753575  0.02858078  0.51345419  1
"
413,413,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42183000
_cell_length_b   4.16257000
_cell_length_c   4.16668000
_cell_angle_alpha   95.87313000
_cell_angle_beta   89.60797000
_cell_angle_gamma   89.57801000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   41.78161839
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.92219361  0.51404731  0.96128358  1
  C  C1  1  0.42379610  0.41365073  0.45680194  1
  C  C2  1  0.92271960  0.91791375  0.55809616  1
  C  C3  1  0.92105294  0.57271745  0.61649345  1
  C  C4  1  0.42219789  0.47364442  0.11234876  1
  C  C5  1  0.42258346  0.06894643  0.51777830  1
"
414,414,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42878486
_cell_length_b   2.42911000
_cell_length_c   8.45819000
_cell_angle_alpha   86.52384000
_cell_angle_beta   86.21140101
_cell_angle_gamma   119.98740066
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.87301141
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.85798014  0.81074682  0.89039712  1
  C  C1  1  0.19142041  0.47748430  0.89037489  1
  C  C2  1  0.69804470  0.63193645  0.22670177  1
  C  C3  1  0.93986222  0.05563182  0.56048527  1
  C  C4  1  0.60633044  0.38970092  0.56004029  1
  C  C5  1  0.36463789  0.96526798  0.22664365  1
"
