,material_id,cif
1024,1024,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.13651000
_cell_length_b   4.91829000
_cell_length_c   5.52990000
_cell_angle_alpha   106.53524000
_cell_angle_beta   103.49895000
_cell_angle_gamma   96.12876000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   103.04519406
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.58570656  0.13677246  0.14235977  1
  C  C1  1  0.10291468  0.04692420  0.75534951  1
  C  C2  1  0.05056602  0.73955190  0.99806223  1
  C  C3  1  0.27110596  0.26601542  0.69826930  1
  C  C4  1  0.79422042  0.11338328  0.37216026  1
  C  C5  1  0.74027239  0.35843926  0.06698712  1
  C  C6  1  0.73912390  0.63686528  0.79315903  1
  C  C7  1  0.25800898  0.54282129  0.40229184  1
  C  C8  1  0.58446716  0.71141246  0.57046304  1
  C  C9  1  0.10449316  0.31775499  0.47527918  1
  C  C10  1  0.25737310  0.97177868  0.97793529  1
  C  C11  1  0.57334838  0.41330216  0.84570252  1
  C  C12  1  0.04969430  0.56406696  0.17180189  1
  C  C13  1  0.79225998  0.94079654  0.54815932  1
"
1025,1025,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48978000
_cell_length_b   4.93401000
_cell_length_c   6.93463665
_cell_angle_alpha   80.68382212
_cell_angle_beta   82.03193215
_cell_angle_gamma   83.60397000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   82.90833844
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.17745475  0.83538223  0.17896737  1
  C  C1  1  0.83579675  0.55168106  0.71996228  1
  C  C2  1  0.25868015  0.13447373  0.88224971  1
  C  C3  1  0.94943404  0.76240186  0.54319113  1
  C  C4  1  0.16518017  0.67769121  0.36496446  1
  C  C5  1  0.08622844  0.14614369  0.10270839  1
  C  C6  1  0.32574987  0.62597438  0.03385783  1
  C  C7  1  0.39421060  0.21617127  0.54541896  1
  C  C8  1  0.34066395  0.37621818  0.71996663  1
  C  C9  1  0.90354069  0.03644608  0.59630303  1
  C  C10  1  0.47355962  0.32432049  0.15668102  1
  C  C11  1  0.36894618  0.39838117  0.35773517  1
  C  C12  1  0.83587174  0.68679319  0.90415196  1
  C  C13  1  0.81718044  0.98788945  0.82507346  1
"
1026,1026,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.43832000
_cell_length_b   4.73859000
_cell_length_c   5.21052000
_cell_angle_alpha   85.30306000
_cell_angle_beta   70.79671000
_cell_angle_gamma   98.36962000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   101.39240112
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.00571934  0.20727458  0.49333831  1
  C  C1  1  0.27063447  0.86406614  0.75284812  1
  C  C2  1  0.82407948  0.80998273  0.31313138  1
  C  C3  1  0.25057211  0.55748068  0.73936974  1
  C  C4  1  0.07501167  0.47495526  0.56779105  1
  C  C5  1  0.99172005  0.72971977  0.47870058  1
  C  C6  1  0.10493719  0.96630518  0.58976764  1
  C  C7  1  0.52487383  0.69069740  0.01659921  1
  C  C8  1  0.69324528  0.30132454  0.17723868  1
  C  C9  1  0.41595225  0.45519434  0.90236155  1
  C  C10  1  0.51311745  0.21399932  0.00141236  1
  C  C11  1  0.82477980  0.12025014  0.31773194  1
  C  C12  1  0.69350103  0.61100285  0.18116744  1
  C  C13  1  0.44074536  0.94544646  0.92913491  1
"
1027,1027,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43642000
_cell_length_b   6.55116473
_cell_length_c   6.70174685
_cell_angle_alpha   69.94299462
_cell_angle_beta   86.96643785
_cell_angle_gamma   86.89034444
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   100.26657763
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.16170681  0.95803653  0.29344700  1
  C  C1  1  0.66226924  0.04974047  0.20045148  1
  C  C2  1  0.75059132  0.71980151  0.88790926  1
  C  C3  1  0.24288460  0.48351461  0.19232971  1
  C  C4  1  0.20644214  0.28270240  0.64624636  1
  C  C5  1  0.67607743  0.63382365  0.49398200  1
  C  C6  1  0.67162179  0.19456114  0.98939467  1
  C  C7  1  0.25065065  0.62807578  0.98118666  1
  C  C8  1  0.74194221  0.93180607  0.73828348  1
  C  C9  1  0.73472938  0.43444175  0.30230359  1
  C  C10  1  0.16790732  0.74591261  0.44271606  1
  C  C11  1  0.23378827  0.04378914  0.68704484  1
  C  C12  1  0.70604582  0.39490123  0.53552030  1
  C  C13  1  0.17978201  0.24403562  0.87948439  1
"
1028,1028,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.50270000
_cell_length_b   4.26968239
_cell_length_c   7.73039000
_cell_angle_alpha   98.44866163
_cell_angle_beta   93.04759000
_cell_angle_gamma   93.02856594
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   81.43896508
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.03828587  0.64408685  0.80450773  1
  C  C1  1  0.06357733  0.40382469  0.24844207  1
  C  C2  1  0.49937304  0.15707624  0.79455764  1
  C  C3  1  0.53650248  0.32919807  0.98328809  1
  C  C4  1  0.05996429  0.54573349  0.98648498  1
  C  C5  1  0.03048864  0.36463904  0.43754495  1
  C  C6  1  0.97801964  0.96342341  0.74163840  1
  C  C7  1  0.77619364  0.85449540  0.54950486  1
  C  C8  1  0.09431601  0.71718316  0.17460911  1
  C  C9  1  0.61675673  0.91085457  0.22756214  1
  C  C10  1  0.81797928  0.01920305  0.41937113  1
  C  C11  1  0.53070965  0.47025348  0.72095073  1
  C  C12  1  0.56161710  0.50916234  0.53220265  1
  C  C13  1  0.55651381  0.23046282  0.16504831  1
"
1029,1029,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47136000
_cell_length_b   5.26724000
_cell_length_c   6.62491181
_cell_angle_alpha   72.15333097
_cell_angle_beta   79.33514388
_cell_angle_gamma   89.98173000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   80.52363571
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.26457444  0.62718792  0.62642674  1
  C  C1  1  0.98061575  0.42253062  0.20600674  1
  C  C2  1  0.00603058  0.92159520  0.15309830  1
  C  C3  1  0.63680938  0.78077100  0.89219425  1
  C  C4  1  0.83087686  0.68960238  0.49013834  1
  C  C5  1  0.55806808  0.45694080  0.05192337  1
  C  C6  1  0.93775754  0.64441500  0.28154635  1
  C  C7  1  0.20579881  0.83118402  0.75110207  1
  C  C8  1  0.20574870  0.33477533  0.75097580  1
  C  C9  1  0.63630057  0.27677745  0.89300824  1
  C  C10  1  0.28517482  0.15637111  0.59075145  1
  C  C11  1  0.86225945  0.19044416  0.43680043  1
  C  C12  1  0.57339034  0.98397491  0.01731634  1
  C  C13  1  0.90084138  0.96770929  0.36179116  1
"
1030,1030,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.35709000
_cell_length_b   4.17260481
_cell_length_c   6.09789000
_cell_angle_alpha   86.02800154
_cell_angle_beta   87.42137000
_cell_angle_gamma   71.45836916
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   80.76593761
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.47635605  0.32610139  0.39417922  1
  C  C1  1  0.82292015  0.45450451  0.28624728  1
  C  C2  1  0.58318550  0.14842589  0.61431204  1
  C  C3  1  0.80813736  0.41616852  0.72543370  1
  C  C4  1  0.23197546  0.14877912  0.78477642  1
  C  C5  1  0.13034447  0.81925642  0.82266145  1
  C  C6  1  0.17299733  0.87043553  0.20953284  1
  C  C7  1  0.08308532  0.64736882  0.40356905  1
  C  C8  1  0.42902879  0.21952131  0.99185227  1
  C  C9  1  0.60584103  0.67631088  0.10467800  1
  C  C10  1  0.89803593  0.76328164  0.62527962  1
  C  C11  1  0.22895007  0.20321838  0.22147069  1
  C  C12  1  0.83753518  0.91289042  0.02823397  1
  C  C13  1  0.50533976  0.53095457  0.91117025  1
"
1031,1031,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44486000
_cell_length_b   6.10347000
_cell_length_c   6.62841000
_cell_angle_alpha   79.10094000
_cell_angle_beta   79.38445000
_cell_angle_gamma   78.47714000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   94.05945238
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.60144152  0.32031547  0.74065471  1
  C  C1  1  0.66739507  0.69291635  0.23814078  1
  C  C2  1  0.11604490  0.81000078  0.22383226  1
  C  C3  1  0.36627438  0.95412351  0.57868205  1
  C  C4  1  0.26251282  0.34212060  0.40035800  1
  C  C5  1  0.93997847  0.28728160  0.09512359  1
  C  C6  1  0.86157814  0.87664693  0.66605908  1
  C  C7  1  0.77379534  0.43833175  0.28236915  1
  C  C8  1  0.97760129  0.05759410  0.24462231  1
  C  C9  1  0.47284462  0.34706356  0.96768456  1
  C  C10  1  0.39129466  0.59201504  0.88461026  1
  C  C11  1  0.86865310  0.69662808  0.82799342  1
  C  C12  1  0.15259952  0.32255206  0.63472902  1
  C  C13  1  0.39698955  0.09298098  0.37163633  1
"
1032,1032,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44697000
_cell_length_b   6.35351679
_cell_length_c   6.72490653
_cell_angle_alpha   73.93986829
_cell_angle_beta   84.23983923
_cell_angle_gamma   81.39257761
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   99.14772655
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.82439285  0.40607887  0.10319746  1
  C  C1  1  0.90869433  0.04817807  0.44989300  1
  C  C2  1  0.83382169  0.60411604  0.70701715  1
  C  C3  1  0.34604353  0.30838660  0.17217193  1
  C  C4  1  0.77300501  0.61801973  0.94646689  1
  C  C5  1  0.45679493  0.28700533  0.65150991  1
  C  C6  1  0.78277559  0.85450032  0.63325249  1
  C  C7  1  0.43063805  0.08426576  0.31818780  1
  C  C8  1  0.56663715  0.92500782  0.18820990  1
  C  C9  1  0.00514398  0.16497298  0.63672169  1
  C  C10  1  0.20392024  0.91836950  0.73934572  1
  C  C11  1  0.11107937  0.86363015  0.12252848  1
  C  C12  1  0.38391595  0.49310233  0.67126324  1
  C  C13  1  0.21497735  0.75516778  0.95420796  1
"
1033,1033,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47693000
_cell_length_b   4.75760000
_cell_length_c   6.98933614
_cell_angle_alpha   100.26278463
_cell_angle_beta   96.26478264
_cell_angle_gamma   94.94138000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   80.09160656
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.79587179  0.25436326  0.91716429  1
  C  C1  1  0.28784918  0.11825774  0.99089141  1
  C  C2  1  0.96703957  0.57720053  0.02440239  1
  C  C3  1  0.04140443  0.95641901  0.39789331  1
  C  C4  1  0.52151016  0.77288679  0.36723650  1
  C  C5  1  0.60102524  0.79632185  0.74827268  1
  C  C6  1  0.11145702  0.15089392  0.60134213  1
  C  C7  1  0.64706235  0.10798101  0.71071741  1
  C  C8  1  0.48318598  0.57610640  0.16051817  1
  C  C9  1  0.43699303  0.26383964  0.19780747  1
  C  C10  1  0.97276830  0.22137823  0.30753999  1
  C  C11  1  0.56242974  0.59905080  0.54151433  1
  C  C12  1  0.04254738  0.41570259  0.51105394  1
  C  C13  1  0.11725434  0.79582862  0.88456177  1
"
1034,1034,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.90276000
_cell_length_b   4.83612847
_cell_length_c   7.68726561
_cell_angle_alpha   98.79247036
_cell_angle_beta   100.58282600
_cell_angle_gamma   102.92577444
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   101.25081515
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.82892379  0.83513945  0.60082942  1
  C  C1  1  0.83463697  0.75896886  0.88075216  1
  C  C2  1  0.84331135  0.19653807  0.05491941  1
  C  C3  1  0.84034729  0.71036408  0.05625372  1
  C  C4  1  0.84164507  0.98143260  0.15858412  1
  C  C5  1  0.83296727  0.10654387  0.70324751  1
  C  C6  1  0.83513331  0.51749080  0.32856350  1
  C  C7  1  0.83166746  0.34370216  0.61855907  1
  C  C8  1  0.83015349  0.78947402  0.42101531  1
  C  C9  1  0.83340792  0.29890100  0.43056501  1
  C  C10  1  0.82871797  0.62064654  0.70490848  1
  C  C11  1  0.83905396  0.47280785  0.14027947  1
  C  C12  1  0.83954949  0.05924170  0.87921869  1
  C  C13  1  0.83818454  0.02622400  0.33778382  1
"
1035,1035,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42665000
_cell_length_b   6.00611644
_cell_length_c   6.32945000
_cell_angle_alpha   81.77143366
_cell_angle_beta   82.86202000
_cell_angle_gamma   78.68298004
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   89.08448659
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.59821607  0.94858599  0.11454450  1
  C  C1  1  0.14368226  0.95552027  0.96147013  1
  C  C2  1  0.20323714  0.74994119  0.61479272  1
  C  C3  1  0.44319261  0.18699611  0.17429675  1
  C  C4  1  0.72350144  0.74534781  0.50133374  1
  C  C5  1  0.70194631  0.74160252  0.27052016  1
  C  C6  1  0.22611064  0.75245164  0.84599500  1
  C  C7  1  0.07653803  0.20989619  0.84825990  1
  C  C8  1  0.48507876  0.30645529  0.94446871  1
  C  C9  1  0.19473144  0.23995721  0.61316087  1
  C  C10  1  0.32989022  0.54535305  0.00261569  1
  C  C11  1  0.78500372  0.53831418  0.15540685  1
  C  C12  1  0.73689993  0.25383148  0.50554060  1
  C  C13  1  0.85208652  0.28390928  0.27020508  1
"
1036,1036,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.00523000
_cell_length_b   4.30448009
_cell_length_c   8.23498000
_cell_angle_alpha   81.07046547
_cell_angle_beta   82.81387000
_cell_angle_gamma   76.34886561
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   101.82825705
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.95811582  0.73499950  0.95409160  1
  C  C1  1  0.98138379  0.62429369  0.69184382  1
  C  C2  1  0.99671956  0.19175169  0.10131284  1
  C  C3  1  0.82399182  0.13336128  0.39884558  1
  C  C4  1  0.94739413  0.87171010  0.09746770  1
  C  C5  1  0.89649336  0.66563359  0.24687744  1
  C  C6  1  0.90475291  0.33306491  0.24978565  1
  C  C7  1  0.58747717  0.15354535  0.71363226  1
  C  C8  1  0.74229516  0.27717161  0.54348103  1
  C  C9  1  0.84368239  0.80028375  0.39513584  1
  C  C10  1  0.84170364  0.58336627  0.53916690  1
  C  C11  1  0.85012193  0.86394898  0.78788522  1
  C  C12  1  0.08245805  0.39561535  0.95893882  1
  C  C13  1  0.22328617  0.34548522  0.79005919  1
"
1037,1037,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47203000
_cell_length_b   5.33460000
_cell_length_c   6.92248000
_cell_angle_alpha   112.10542000
_cell_angle_beta   100.27122000
_cell_angle_gamma   90.01785000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   82.99517519
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.22381600  0.19957853  0.71375841  1
  C  C1  1  0.09024865  0.48495805  0.44197231  1
  C  C2  1  0.77042370  0.61378915  0.79945602  1
  C  C3  1  0.30217011  0.49549811  0.86591366  1
  C  C4  1  0.30801044  0.08362980  0.88213551  1
  C  C5  1  0.64087277  0.43371400  0.54449858  1
  C  C6  1  0.93098000  0.95288329  0.12033641  1
  C  C7  1  0.39859895  0.38764899  0.06360072  1
  C  C8  1  0.81749153  0.93177823  0.89977356  1
  C  C9  1  0.47323436  0.94038597  0.20708423  1
  C  C10  1  0.96717748  0.46011598  0.20034390  1
  C  C11  1  0.06054671  0.72684778  0.38806444  1
  C  C12  1  0.56779793  0.88913659  0.40235869  1
  C  C13  1  0.65825017  0.16255372  0.58239126  1
"
1038,1038,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46207000
_cell_length_b   4.28451749
_cell_length_c   8.50528304
_cell_angle_alpha   76.49684769
_cell_angle_beta   89.95739424
_cell_angle_gamma   89.99339220
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   87.24021859
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.91131455  0.88140759  0.67796666  1
  C  C1  1  0.40782168  0.48344409  0.16500420  1
  C  C2  1  0.41138886  0.74598690  0.61487339  1
  C  C3  1  0.91067701  0.23361422  0.62959673  1
  C  C4  1  0.41160393  0.92938838  0.92666126  1
  C  C5  1  0.41082078  0.38226318  0.66200765  1
  C  C6  1  0.91192048  0.43117770  0.92163724  1
  C  C7  1  0.90925596  0.97200004  0.17812565  1
  C  C8  1  0.91149618  0.87667319  0.35719426  1
  C  C9  1  0.41175133  0.28753398  0.87302530  1
  C  C10  1  0.91183718  0.78938494  0.86675630  1
  C  C11  1  0.41211440  0.84231066  0.43577583  1
  C  C12  1  0.40948769  0.83584962  0.11575545  1
  C  C13  1  0.90783485  0.33612972  0.13091139  1
"
1039,1039,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.50253000
_cell_length_b   5.42046828
_cell_length_c   6.23500535
_cell_angle_alpha   108.68088804
_cell_angle_beta   90.65083953
_cell_angle_gamma   99.38395733
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   78.86603509
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.48165254  0.32957065  0.06522995  1
  C  C1  1  0.81250398  0.45068960  0.54038768  1
  C  C2  1  0.26977039  0.30071796  0.82845086  1
  C  C3  1  0.18478734  0.01478879  0.42958622  1
  C  C4  1  0.72644465  0.61461204  0.17703454  1
  C  C5  1  0.45240838  0.85931852  0.95246650  1
  C  C6  1  0.35537344  0.60960386  0.52205605  1
  C  C7  1  0.57317693  0.12884215  0.12995137  1
  C  C8  1  0.10487688  0.02351148  0.67547310  1
  C  C9  1  0.87658962  0.70378951  0.96928420  1
  C  C10  1  0.51430606  0.87727282  0.71393028  1
  C  C11  1  0.71625802  0.15611833  0.37490496  1
  C  C12  1  0.80836436  0.44020197  0.78168257  1
  C  C13  1  0.25367150  0.70961551  0.31921691  1
"
1040,1040,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48075000
_cell_length_b   4.79685000
_cell_length_c   6.96325317
_cell_angle_alpha   84.15191914
_cell_angle_beta   79.74719463
_cell_angle_gamma   75.02257000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   78.63178939
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.26627347  0.84026761  0.54791863  1
  C  C1  1  0.50781927  0.75999393  0.14331293  1
  C  C2  1  0.96924410  0.38384832  0.59798544  1
  C  C3  1  0.78891769  0.22461803  0.11488388  1
  C  C4  1  0.62844935  0.73356241  0.92924010  1
  C  C5  1  0.33547462  0.26333456  0.98308713  1
  C  C6  1  0.89756680  0.91686876  0.20931935  1
  C  C7  1  0.35888374  0.54069451  0.66400819  1
  C  C8  1  0.02712439  0.48266616  0.38342326  1
  C  C9  1  0.07806366  0.07576962  0.69274869  1
  C  C10  1  0.23828210  0.56586531  0.87802701  1
  C  C11  1  0.53161072  0.03680022  0.82440837  1
  C  C12  1  0.84044490  0.81685277  0.42395843  1
  C  C13  1  0.60054310  0.46051619  0.25943069  1
"
1041,1041,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42642000
_cell_length_b   5.57024851
_cell_length_c   7.74828321
_cell_angle_alpha   72.84907026
_cell_angle_beta   89.71482718
_cell_angle_gamma   89.36877740
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   100.06077678
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.66458443  0.54374757  0.96849940  1
  C  C1  1  0.65837500  0.19340577  0.53062855  1
  C  C2  1  0.16181770  0.69672278  0.53391160  1
  C  C3  1  0.66090273  0.30564013  0.34038500  1
  C  C4  1  0.15870679  0.12087688  0.61954612  1
  C  C5  1  0.66459435  0.95786845  0.06058262  1
  C  C6  1  0.66325707  0.75010418  0.79647299  1
  C  C7  1  0.16131300  0.91732618  0.79347140  1
  C  C8  1  0.16496891  0.46799358  0.05712090  1
  C  C9  1  0.66400126  0.85859574  0.25153348  1
  C  C10  1  0.16336188  0.79060898  0.34260011  1
  C  C11  1  0.66111610  0.68131024  0.62565023  1
  C  C12  1  0.16492452  0.98032353  0.96742962  1
  C  C13  1  0.16141562  0.35250727  0.24651026  1
"
